Job Title,Date of registration,Deadline,Job Category,Experience Required,Employment Type,Salary,SocialEnsurance,RetirementBenefit,Location,Working Hours,Working Type,Company Name,Job Description,ApplicationMethod,ApplicationType,document,Post
[용인 기흥]서천마을 휴먼시아 3단지 미화반장 구인,25/05/12 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",경력 (최소 0년 1 개월 이상) 우대,기간의 정함이 있는 근로계약,월급 161만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 용인시 기흥구 서천서로 125 (농서동, 서천마을 휴먼시아)","(근무시간) (오전) 8시 30분 ~ (오후) 3시 30분
주 소정근로시간
툴팁
: 30시간","주 5일 근무
(주 소정근로시간: 30시간)",주식회사 에이치엠씨,"[서천마을 휴먼시아 3단지 아파트 미화반장 업무] 
근무시간 : 08:30~15:30 / 주 5일
급여 :1,618,980원  
문의전화:010-9059-0832
**복지카드 소지자 추가수당 지급**","방문,
기타 (010-9059-0832 지원 전화)","서류,면접",이력서,
[용인 기흥]서천마을 휴먼시아 3단지 미화원 구인,25/05/12 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 156만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 용인시 기흥구 서천서로 125 (농서동, 서천마을 휴먼시아)","(근무시간) (오전) 8시 30분 ~ (오후) 3시 30분
주 소정근로시간
툴팁
: 29시간","주 5일 근무
(주 소정근로시간: 29시간)",주식회사 에이치엠씨,"[서천마을 휴먼시아 3단지 아파트 내부 청소] 
근무시간 : 08:30~15:30 / 주 5일
급여 :1,568,980원  
문의전화:010-9059-0832
**복지카드 소지자 추가수당 지급**","방문,
기타 (010-9059-0832 지원 전화)","서류,면접",이력서,
[화서동] 재가요양보호사 구함,25/05/12 등록,채용시까지,요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 수원시 팔달구 화양로50번길 30, . (화서동, 화서역 블루밍푸른숲아파트)","(근무시간) (오후) 2시 30분 ~ (오후) 5시 30분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",더조은화서방문요양복지센터,"- 화서동 벽산블루밍 거주 3등급 할아버지 (부부 거주)
- 근무시간 : 14:30~17:30   /주5일
- 시급 10,030 + 주휴수당 + 연차수당 + 기타수당 = 총 12,700 원

※ 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.",방문,"서류,면접",이력서,
재가요양보호사 구인,25/05/12 등록,채용시까지,요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 안양시 만안구 안양로455번길 20, 석수동 311-12. (석수동)","(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",하은재가장기요양센터,"- 3등급 할아버지(편마비)/일상생활지원
- 시급: 10,030 +제수당= 12,700원 

*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.",방문,면접,이력서,
"(석수2동행정복지센터근처) 3등급할머니, 오후3~오후7, 주6",25/05/12 등록,채용시까지,재가 간병인,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 안양시 만안구 화창로 98, , (석수동, 영풍마드레빌아파트)","(근무시간) (오후) 3시 00분 ~ (오후) 7시 00분
주 소정근로시간
툴팁
: 24시간","주 6일 근무
(주 소정근로시간: 24시간)",케어네이션 만안센터,"- 3등급할머니(91)-기력이 없어서 거의 누워계심, 기저귀하고 있으나 대변은 부축하여 화장실 가심
- 오후3~오후7, 주6
- 아들과 동거
- 바로 출근 가능한분 요청
- 수당포함 시급 : 12,700",방문,면접,이력서,
주차관리원,25/05/12 등록,채용시까지,주차 관리·안내원,관계없음,기간의 정함이 있는 근로계약(시간(선택)제),"시급 12,000원 ~ 12,000원","고용보험
산재보험",해당없음,"경기도 안양시 동안구 경수대로 876, B1호 (비산동, 효봉상가)","(근무시간) (오전) 9시 00분 ~ (오후) 5시 00분
주 소정근로시간
툴팁
: 14시간","주 2일 근무
(주 소정근로시간: 14시간)",오케이골프존파크 주식회사,"- 골프 연습장 주차관리(운전 가능자)
- 토,일,공휴일 근무자(평일 근무자는 따로 있음)
- 평상시 주 2일 근무(토요일, 일요일 근무, 공휴일 있을 시 공휴일 근무)
- 9~17시(휴게시간 12~13시), 식사제공",기타(전화 후 이력서 지참 방문(010-8834-4567)),기타(전화 후 이력서 지참 방문(010-8834-4567)),이력서,
재가 요양보호사 모집,25/05/12 등록,채용시까지,요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 12,700원 ~ 12,700원","국민연금
고용보험
산재보험
건강보험",퇴직금,경기도 김포시 대곶면 대곶로20번길 32-10 (대명빌라),"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",큰빛재가방문요양센터,"-대명리 대명초등학교 인근 3등급  여자 어르신
- 주 6일  09시~12시 (08시 출근가능)
- 차량소지자 희망( 차량유류비 지원) 한달 2~3회 병원동행, 주변 정리정돈, 일상 생활지원 등",방문,"서류,면접","이력서,기타 (요양보호사 자격증 사본)",
"[2025 5월 일자리 두드림구인.구직의날(with 장안구)] 참여업체-생산직 (자동화생산, 품질검사) 인재 모집",25/05/12 등록,채용시까지,기타 제조 관련 단순 종사원,경력 (최소 1년 0 개월 이상) 우대,기간의 정함이 있는 근로계약,월급 222만원 ~ 245만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 수원시 영통구 창룡대로256번길 76, 덴티움지식산업센터","※ 상세 근무시간
8시~17시 / 휴게시간 11:00~12:00, 14:40~15:00
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",（주）덴티움,"[2025 5월 일자리 두드림구인.구직의날(with 장안구)]참여
일시 : 2025. 5. 21.(수) 14:00~15:00 
장소 : 수원시 평생학습관 누구나홀 1층(수원시 팔달구 월드컵로 381번길 2)
문의 : 031)228-5190 로 문의하세요.
*이력서,자기소개서 지참하시어 방문면접 진행합니다. 
--------------------------------------------------------------
1. 모집내용 : 덴티움 임플란트 자동화생산 및 품질검사
                (덴티움 임플란트 제품검사 / 제품 포장 / 품질검사), 의료기기 완제품 수입 검사 등
2. 급      여 : 월 2,229,000원 ~ 2,454,000원
3. 근무시간 : 주5일 8시~17시 / 휴게시간 11:00~12:00, 14:40~15:00
4. 근무장소 : 수원시 영통구 창룡대로256번길76 덴티움 지식산업센터(광교 이의동)

*특정전공자 우대(전기/전자/산업공학)
*경력 1년이상 우대","방문,워크넷,
자사채용사이트 (dentium.career.greetinghr.com),
기타 ([2025 5월 일자리 두드림구인.구직의날(with 장안구)]참여 일시 : 2025. 5. 21.(수) 14:00~15:00  장소 : 수원시 평생학습관 누구나홀 1층(수원시 팔달구 월드컵로 381번길 2) 문의 : 031)228-5190 로 문의하세요.)
고용24 입사지원","서류,면접","이력서,자기소개서",
"[기흥 보라동] 4등급 남어르신, 오후 재가요양보호사 채용",25/05/12 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 13,300원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 용인시 기흥구 사은로126번길 46 (보라동, 민속마을 현대모닝사이드 아파트)","(근무시간) (정오) 12시 00분 ~ (오후) 3시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",명지재가노인복지센터,"* 4등급 남어르신 케어
- 식사준비, 가사 및 일상생활지원 등 
- 12:00~15:00 (주5일)
- 시급 10,030원 + 주휴수당 + 기타수당 = 13,300원",기타(031-565-8177),면접,기타(자격증 사본),
[금곡동 ] 재가 요양보호사 구인,25/05/12 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 수원시 권선구 금곡로140번길 29, 801동 (금곡동, 수원호매실휴먼시아8단지아파트)","(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",시티케어재가노인복지센터,"[금곡동] 3등급 할머님 케어

○ 거동가능, 인지능력 양호, 의사소통 잘됨
○ 일상생활지원, 정서지원
○ 근무시간 : 09:00~12:00, 주 5일
○ 시급 : 최저시급10,030원+주휴수당+연차수당+기타수당= 총 13,000원
○ 채용담당자 전화 후 지원 : 010-3722-3425

* 실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자 마다 주 소정 근로 시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음","방문,
기타 (전화 상담 후 면접 010-3722-3425)","서류,면접","이력서,기타 (- 요양보호사 자격증 사본)",
재가센터 사회복지사 구인,25/05/12 등록,채용시까지,사회복지사,관계없음,기간의 정함이 없는 근로계약,월급 210만원 ~ 210만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 과천시 별양상가2로 20, 1층 7호 (별양동, 새서울쇼핑센터)","(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",돌봄연구소행복한시니어케어센터,"- 사회복지사2급 자격증 필수, 치매교육이수자 환영
- 수급자 관리 및 라운딩(자차필수)
- 행정 및 서류관리 업무(컴퓨터 활용 필수)
- 급여:210만이상(면접시 협의가능)

- 전화 후 방문 (02-3679-9926/010-4822-9926)","방문,워크넷,
이메일 (개인회원 로그인 후 조회가능),
기타 (담당자와 통화 후 면접(02-3679-9926)) 기본 이력서 이메일 보내기
고용24 입사지원","서류,면접","이력서,자기소개서",
평촌영풍 아파트 실내미화원 구인,"25/05/12 등록
25/07/11 마감",25/07/11 마감,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 150만원 ~ 150만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 안양시 동안구 흥안대로414번길 20, . (평촌동, 영풍아파트)","※ 상세 근무시간
월~금:09:00~16:00(휴게시간:12:00~13:30), 토요일 격주:09:00~12:00
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 28시간","주 5일 근무
(주 소정근로시간: 28시간)",(주)태영,- 평촌영풍 아파트 실내미화,"방문,
기타 (채용담당자(010-9021-5209)와 통화)",면접,이력서,
구래동 빌딩 미화원 모집,25/05/12 등록,채용시까지,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,
[ 풍덕천동/2등급/ 독거할머님] 요양보호사 채용,25/05/12 등록,채용시까지,요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 용인시 수지구 정평로 89, 203 (풍덕천동, 신정마을현대프라임아파트)","근무시간 협의가능
(근무시간) (오전) 9시 00분 ~ (오후) 1시 00분
주 소정근로시간
툴팁
: 20시간","주 5일 근무
(주 소정근로시간: 20시간)",마음드림재가복지센터,"- 풍덕천동 2등급 독거할머님 재가 대상자케어(거동가능)
- 간병일상생활지원서비스(말벗, 일상생활지원)
- 주5일 : 09:00~13:00(시간협의)
- 급여 : 시급10,030+주휴수당+수당 등=12,800원
- 지원문의 010-4598-4832

※근로계약기간의 정함이 없는 근로자를 채용하는 것이라 하더라도 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.","방문,워크넷,
기타 (유선 통화 후 지원(010-4598-4832))
고용24 입사지원","서류,면접",기타(채용 확정시 건강검진표추가제출),
건설 현장 주방보조원 모집(용인반도체 일반산업단지 조성사업 용수공급 시설공사 1공구 현장),25/05/12 등록,채용시까지,주방 보조원,관계없음,기간의 정함이 있는 근로계약,월급 220만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 여주시 세종대왕면 마장로 42, 현장사무실","(근무시간) (오전) 9시 30분 ~ (오후) 7시 30분
휴게시간( (오후) 01시30분~(오후) 03시30분)
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)","에스케이에코플랜트 주식회사 (SK ecoplant Co., Ltd.)","- 직무내용: 현장 직원 식당 조리 및 주방 보조
- 근무장소: 여주시 세종대왕면 신지리 258-5,  경강선 세종대왕릉역 1번 출구에서 1km거리 
- 식당 및 단체 음식 조리 경험자 우대


- 문의: 여주일자리센터 세종대왕면 이명옥(031-887-3829)","방문,워크넷
고용24 입사지원","서류,면접",이력서,
【반송동 상가 건물청소(오전시간) 미화원 모집】,"25/05/12 등록
25/05/30 마감",25/05/30 마감,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",경력 (최소 2년 0 개월 이상) 우대,기간의 정함이 있는 근로계약,월급 120만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 화성시 동탄중심상가1길 8, 두손워터밸리 (반송동)","근무시간 협의가능
(근무시간) (오전) 7시 00분 ~ (오전) 11시 00분
주 소정근로시간
툴팁
: 22시간","주 6일 근무
(주 소정근로시간: 22시간)",(주)메카,"▣ 반송동 두손워터밸리 건물 청소 미화원

▶근무시간: 주 6일 07:00~11:00 OR 08:00~12:00 / 토요일은 유동적 퇴근가능
▶급여: 1,200,000원
▶근무장소: 화성시 동탄중심상가1길 8, 두손워터밸리 
▶전화후 방문: 031-5189-5126

※ 근무시간은 오전 중 4시간으로 협의 가능","방문,
기타 (▶전화후 방문: 031-5189-5126)","서류,면접",이력서,
요양보호사 모집,25/05/12 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 12,700원 ~ 12,700원","국민연금
고용보험
산재보험
건강보험",퇴직금,경기도 안성시 공도읍 공도로 142 (디자인시티블루밍),"근무시간 협의가능
(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분",주 5일 근무,굿모닝재가노인복지센터,"- 4등급 아버님
- 교통비, 처우개선비 별도 지급","방문,
기타 (핸드폰 통화)","서류,면접","이력서,기타 (요양보호사 자격증, 건강검진표)",
사사동 현대 아파트 미화원 모집,"25/05/12 등록
25/07/11 마감",25/07/11 마감,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 126만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 안산시 상록구 양지마을1길 81, 아파트내 (사사동, 현대아파트)","※ 상세 근무시간
주5일 08:30~14:50 (주24.25시간 근무임)
휴게시간( (오전) 11시30분~(오후) 01시00분)
주 소정근로시간
툴팁
: 24시간","주 5일 근무
(주 소정근로시간: 24시간)",(주)대원,"- 사사동 현대아파트 내부 미화 
- 근무시간: 주5일 08:30~14:50 월1,268,800원 
- 휴게시간: 11:30~13:00
- 5월23일 출근예정

문의 ☎031-481-5821","방문,
기타 (전화통화 후 방문)",면접,이력서,
[남양주시] 지식산업센터 미화원 구인,25/05/12 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약(시간(선택)제),월급 177만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직연금,경기도 남양주시 순화궁로 272 (별내동),"※ 상세 근무시간
08:00~16:00 (주5일.격주 토요일 오전 근무 있음)
주 소정근로시간
툴팁
: 32시간","주 5일 근무
(주 소정근로시간: 32시간)",(주)아크로비엠에스,"별내동 동광비즈타워 지식산업센터 미화원 모집
- 건물 내부 청소
- 08:00~16:00 (주5일.격주 토요일 오전 근무 있음)
- 경증 장애인/ 외국인( F비자) 지원 가능
- 월1,776,000원","팩스,워크넷
고용24 입사지원","서류,면접",이력서,
[행신동] 무원마을 7단지 재가요양보호사 모집(3등급 할머니),25/05/12 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 고양시 덕양구 소원로 41, *** (행신동, 무원마을7단지아파트)","(근무시간) (오전) 10시 00분 ~ (오후) 1시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",정다운 주간보호센터,"[행신동] 무원마을 7단지 3등급 할머니 재가요양보호사 모집
/ 수급자댁 방문하여 가사 및 일상생활, 정서지원, 신체활동 지원 등
/ 주6일(월~토)근무, (10:00~13:00, 시간변경가능)
/ 지급하는 시급은 주휴수당, 기타수당 등이 포함된 13,500원입니다
/ 채용담당자 통화 후 면접(031-938-1005) 

*** 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음","방문,
기타 (채용담당자 통화 후 면접)","면접,
기타 (채용담당자(031-938-1005) 통화 후 면접)",기타(요양보호사 자격증(사본)),
[수내동] 삼라마이다스빌 오피스텔 관리원 구인,"25/05/12 등록
25/05/26 마감",25/05/26 마감,건물 관리원,경력 (최소 0년 3 개월 이상) 우대,기간의 정함이 없는 근로계약,월급 226만원 이상,Not found,퇴직금,"경기도 성남시 분당구 황새울로200번길 32, 삼라마이다스빌 (수내동)","※ 상세 근무시간
7:00 ~7:00
(격일근무)
주 소정근로시간
툴팁
: 40시간","주 4일 근무
(주 소정근로시간: 40시간)",삼라마이다스빌관리단,"**[수내동] 삼라마이다스빌 오피스텔 관리원 구인

- 80세대 작은 규모의 오피스텔 건물(경비주업무)
-  07:00 ~ 익일07:00 격일제교대(휴게시간 11:00 ~ 12:00, 16:30 ~ 17:30, 22:00 ~ 06:00)
- 주차장청소, 재활용장정리,순찰, 시설보조등
- 월급 2,269,030원
- 수내역 3번출구100M
- 신임경비교육이수증 필수
- 접수방법 :이메일(samra24@naver.com )이나 팩스지원 031-716-5137
- 이메일,팩스지원 못하시면 031-716-5136 전화지원",Not found,Not found,Not found,
(주)이든글로벌 배송납품운전원 구인합니다.(5/23 상설면접 진행),25/05/12 등록,채용시까지,배송·납품 운전원(납품영업 포함),관계없음,기간의 정함이 없는 근로계약,월급 260만원 ~ 260만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 남양주시 와부읍 수레로 687, 포천시 내촌면 진목리 488(공장 건설중)","(근무시간) (오전) 8시 00분 ~ (오후) 5시 00분
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",주식회사 이든글로벌 농업회사법인,"배송납품운전원 1명 모집합니다
신규 공장 설립으로 매우 깔끔한 환경과 완전 자동화 기계로 편한 업무 환경을 제공합니다
업무는 경기 권역 육가공삭품 납품 및 운전 업무입니다, 많은 지원 바랍니다.

근무지: 내촌면 진목리 488

💼 근무조건 및 복지
- 근무시간: 오전 8시 ~ 오후 5시 (추가근무 1시간 계획됨)
- 정규직 전환 시 보너스: 3개월 후 1회 50만원 지급
- 복지:
  ✅ 연차 및 연차수당 지급
  ✅ 퇴직금 및 4대보험
  ✅ 명절 상여금
  ✅ 기숙사 제공
  ✅ 중식 제공
  ✅ 연말 우수사원 포상제도

️   면접 일정
- 일시: 2025년 5월 23일 (금요일) 오후 2시
- 장소: 경기도 포천시 중앙로 34번길 8, 근로자종합복지관 4층",기타((5/23 금요일 포천시 중앙로 34번길 8 근로자종합복지관 4층 상설면접 진행)),"서류,면접",이력서,
(주)이든글로벌 지게차운전원 구인합니다.(5/23 상설면접 진행),25/05/12 등록,채용시까지,지게차 운전원,관계없음,기간의 정함이 없는 근로계약,월급 260만원 ~ 260만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 남양주시 와부읍 수레로 687, 포천시 내촌면 진목리 488(공장 건설중)","(근무시간) (오전) 8시 00분 ~ (오후) 5시 00분
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",주식회사 이든글로벌 농업회사법인,"지게차 운전원 1명 모집합니다
신규 공장 설립으로 매우 깔끔한 환경과 완전 자동화 기계로 편한 업무 환경을 제공합니다
업무는 3톤미만 지게차 운전 및 물류 관리 업무입니다, 많은 지원 바랍니다.
근무지: 내촌면 진목리 488
💼 근무조건 및 복지
- 근무시간: 오전 8시 ~ 오후 5시 (추가근무 1시간 계획됨)
- 정규직 전환 시 보너스: 3개월 후 1회 50만원 지급
- 복지:
  ✅ 연차 및 연차수당 지급
  ✅ 퇴직금 및 4대보험
  ✅ 명절 상여금
  ✅ 기숙사 제공
  ✅ 중식 제공
  ✅ 연말 우수사원 포상제도

️   면접 일정
- 일시: 2025년 5월 23일 (금요일) 오후 2시
- 장소: 경기도 포천시 중앙로 34번길 8, 근로자종합복지관 4층",기타((5/23 금요일 포천시 중앙로 34번길 8 근로자종합복지관 4층 상설면접 진행)),"서류,면접",이력서,
(주)이든글로벌 육류 포장 가공원 구인합니다.(5/23 상설면접 진행),25/05/12 등록,채용시까지,육류 가공기계 조작원,관계없음,기간의 정함이 없는 근로계약,월급 220만원 ~ 230만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 남양주시 와부읍 수레로 687, 포천시 내촌면 진목리 488(공장 건설중)","(근무시간) (오전) 8시 00분 ~ (오후) 5시 00분
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",주식회사 이든글로벌 농업회사법인,"육류가공포장원 11명 모집합니다
신규 공장 설립으로 매우 깔끔한 환경과 완전 자동화 기계로 편한 업무 환경을 제공합니다
업무는 주로 육류 포장 및 가공 업무이니 많은 지원 바랍니다.
근무지: 내촌면 진목리 488
💼 근무조건 및 복지
- 근무시간: 오전 8시 ~ 오후 5시 (추가근무 1시간 계획됨)
- 정규직 전환 시 보너스: 3개월 후 1회 50만원 지급
- 복지:
  ✅ 연차 및 연차수당 지급
  ✅ 퇴직금 및 4대보험
  ✅ 명절 상여금
  ✅ 기숙사 제공
  ✅ 중식 제공
  ✅ 연말 우수사원 포상제도

️   면접 일정
- 일시: 2025년 5월 23일 (금요일) 오후 2시
- 장소: 경기도 포천시 중앙로 34번길 8, 근로자종합복지관 4층",기타((5/23 금요일 포천시 중앙로 34번길 8 근로자종합복지관 4층 상설면접 진행)),"서류,면접",이력서,
마제스트지식산업센터 시설(기전)관리 주임모집,25/05/12 등록,채용시까지,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),경력 (최소 1년 0 개월 이상) 우대,기간의 정함이 있는 근로계약,월급 297만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 평택시 산단로16번길 12, 마제스트지식산업센터 (모곡동)","※ 상세 근무시간
(격일) 08:00~익일 08:00
2조 2교대 (격일근무)
주 소정근로시간
툴팁
: 40시간","주 4일 근무
(주 소정근로시간: 40시간)",(주) 한진비엠에쓰,"● 마제스트지식산업센터 시설(기전)관리 주임모집
- 지원자격 : 건물 시설관리 ※ (필) 기계설비유지관리자 초급자 환영
- 근무시간 : (격일) 08:00~익일 08:00(협의)
- 임금 : 월2,973,000원
- 지원문의: ☎ 032-719-3952 (일자리센터)",Not found,Not found,Not found,
3등급 할아버지(10~13시)주5일,25/05/12 등록,채용시까지,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,
[경기 동탄] 동탄역 시범우남퍼스트빌 아파트 경비원 모집 / 격일근무,25/05/12 등록,채용시까지,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 305만원 ~ 305만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 화성시 동탄대로시범길 276 (청계동, 동탄역 시범우남퍼스트빌아파트)","※ 상세 근무시간
07:00~익일07:00  격일제
주 소정근로시간
툴팁
: 40시간","주 3일 근무
(주 소정근로시간: 40시간)",（주）홈스웰,"[경기 동탄] 동탄역 시범우남퍼스트빌 아파트 경비/ 격일근무
* 주차차량 통제, 순찰, 로비폰 응대, 분리수거 업무
* 07:00~익일07:00  격일제 ( 휴게 주간2시간, 야간4시간)
* 경비신임교육 이수 필수              
* 월급 3,050,840원        

* 동탄역 1번출구에서 500m",Not found,Not found,Not found,
채용대행[다율동] 해오름8단지 운정자이더퍼스트 아파트 실내 미화원 모집,25/05/12 등록,채용시까지,환경 미화원,관계없음,기간의 정함이 있는 근로계약,월급 170만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 파주시 운정중앙로 246, 해오름마을8단지 운정자이더퍼스트아파트","※ 상세 근무시간
주6일 월 ~금 오전 09:00 ~ 16:00, 토요일 오전 09:00 ~ 12:00 
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 33시간","주 6일 근무
(주 소정근로시간: 33시간)",승인산업주식회사,"[다율동] 해오름8단지 운정자이더퍼스트 아파트 실내 미화원 모집
-아파트 실내청소, 엘리베이터, 계단 등 
-근무시간: 주6일 월 ~금 오전 09:00 ~ 16:00, 토요일 오전 09:00 ~ 12:00 
-월급: 1,700,090원
-반장 통화 010-6228-2728 통화 후 면접","방문,워크넷,
기타 (채용대행 심경아 상담사 031-8071-4247 문의 )
고용24 입사지원",면접,이력서,
시설관리 기전주임 (컴퓨터 가능자 우대) 모집,"25/05/12 등록
25/06/11 마감",25/06/11 마감,산업용 냉난방 설비 조작원,경력 (최소 1년 0 개월 이상) 우대,기간의 정함이 있는 근로계약,"연봉 3,600만원 ~ 4,000만원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 광명시 일직로12번길 24, 광명클래시아 오르세움 (일직동)","※ 상세 근무시간
07:30- 익일 07:30
격일제
(격일근무)
주 소정근로시간
툴팁
: 40시간","주 3일 근무
(주 소정근로시간: 40시간)",（주）케이티팝스,"시설관리 반장(소방안전관리1급 수첩소지자)
- 근무형태 : 격일제
* 컴퓨터 활용가능자 우대
* p21477@naver.com으로 이력서 자기소개서 보내주시면 연락드립니다.

* 관리소장님 010-4814-2540으로 전화 통화후 면접진행하시기 바랍니다.",Not found,Not found,Not found,
4등급 독거(할머니)/주5~6일(08:30~11:30/시간협의),25/05/12 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 12,700원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 의왕시 부곡중앙남1길 27-4, /부곡교회앞 (삼동)","(근무시간) (오전) 8시 30분 ~ (오전) 11시 30분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",착한한아름재가복지센터,"- 4등급 할머니 요양/ 청소, 정서지원, 병원동행 등",방문,"서류,면접,
기타 (요양보호사 자격증 사본)",기타(요양보호사자격증),
