Id,JobTitle,DateOfRegistration,Deadline,JobCategory,ExperienceRequired,EmploymentType,Salary,Address,Category,WorkingHours,CompanyName,JobDescription,ApplicationMethod,Document,Detail
607,[휘경동] 휘경 SK 뷰 아파트 미화원 구인,등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 158 만원 ~ 158 만원,서울특별시 동대문구 휘경로,동대문구,"주6일
주 27시간 근로",(주)주원그린,"직무내용
- 휘경 SK 뷰 아파트 실내 8명, 외곽 4명 미화원 구인
- 평일 08:00~15:00 / 토요일 09:00~12:00 (격주) / 휴게시간 1시간 12분
- 1년미만 11회 연차휴무
- 급여 : 1,584,740원
6월 25일부터 근무예정

- 지원방법
 ""02-930-4338로(문자 받을 수 있는 번호임)  성함, 나이, 아파트 이름"" 작성해서 문자 보내주세요.

예) 홍길동, 60세, 휘경SK뷰 아파트 지원합니다.

통화 연결이 어려울 수 있습니다. 문자 부탁 드리며, 문자 확인 후 면접 일정은 따로 개별로 연락 드립니다.",방문,이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAL002506160006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
608,[마장동/4등급/할머니/13:00~16:00 주6일] 재가요양보호사...,등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 성동구 마조로,성동구,"주6일
주 18시간 근로
13:00 ~ 16:00",다정재가노인복지센터,"직무내용
노인장기요양 4등급 받으신 할머니댁 방문요양서비스 제공
근무시간 : 주6일 13:00~16:00
시급 : 10,030원(주휴수당과 연차수당 별도)","방문,팩스",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAQ002506160006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
609,[현저동]3등급할머니/8시~11시/요양보호사 채용,등록일 : 2025-06-16,마감일 : 2025-07-09,Not found,경력무관,재가 요양보호사,"시급 13,000 원 ~ 13,000 원",서울특별시 서대문구 독립문공원길,서대문구,"주5일
주 15시간 근로
08:00 ~ 11:00",넘치는재가노인복지센터,"직무내용
재가 요양보호사 채용 
- 3등급 할머니
- 08:00~11:00","방문,
기타 (통화 후)",기타(요양보호사 자격증),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAO002506160008&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
610,[신반포역 인근] 아크로리버파크 아파트 실내미화원 구인,등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 189 만원 ~ 189 만원,서울특별시 서초구 신반포로15길,서초구,"주6일
주 33시간 근로",주식회사 타워피엠씨,"직무내용
신반포역 인근 아크로리버파크 아파트 실내미화원 구인

-아파트 공용공간 청소 업무
-주5일 08:00~15:00(휴게시간12:00~13:00) / 토08:00~11:00(격주근무)
-급여: 월 189만원
-전화 후 방문 (미화반장 010-5228-0301)","방문,우편,팩스,
기타 (전화문의   010-5228-0301)",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAM002506160005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
613,[중곡동/5등급/여자/오후] 재가 요양보호사 채용,등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 광진구 답십리로76길,광진구,"주5일
주 15시간 근로
13:00 ~ 16:00",광진재가복지센터,"직무내용
* 5등급 여자어르신(57년생) 케어/거동가능/독거
* 인지활동프로그램 진행(치매교육이수증 또는 지원자격 필수)
* 말벗/점심식사 준비/산책동행/청소, 세탁 등 일상생활지원
* 12시 또는 오후1시 출근시간 협의

* 시급: 12,700원(기본:10,030원+주휴수당+연차수당 포함) 지급","방문,
기타 (전화면접)",기타(자격증 사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAG002506160004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
614,서울숲 더샵아파트 미화원 모집,등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 169 만원 이상,서울특별시 성동구 왕십리로,성동구,"주6일
주 33시간 근로
08:30 ~ 15:30",(주)한강티에스,"직무내용
-아파트 단지 내 청소
-근무시간 : 주6일 08:30~15:30/토08:30~11:30
-급여 :  월 1,699,790원
-미화팀장님 핸드폰(010-7223-4004)으로 문의하세요","방문,
기타 (유선 통화 후 면접)",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAQ002506160003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
615,"[ 강남역, 서초삼성가든스위트] 아파트 미화원 채용",등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 170 만원 ~ 170 만원,서울특별시 서초구 서운로,서초구,"주6일
주 32시간 근로",(주)우인성업,"직무내용
- 강남역, 서초삼성가든스위트 미화
- 직무: 아파트 로비 및 부속시설 청소
- 근무시간: 08:30~16:00 격주 토요 근무(08:30~11:30)
- 휴게시간 11:30~13:00)
- 급여 170만원
- 담당자 유선 통화 후 면접 (010-5230-8626)",Not found,Not found,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAP002506160003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
616,정부 위탁사업 운영관리직 모집,등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력3년,인사 및 노무 사무원,"연봉 3,600 만원 이상",서울특별시 금천구 가산디지털1로,금천구,"주5일
주 40시간 근로
09:00 ~ 18:00",사단법인한국외식산업진흥원,"직무내용
민간위탁사업 운영 및 인력관리 (전산 및 문서 관리/ 지역담당인원 관리/ 평가 준비등)

- 안전보건공단 민간위탁 사업 담당
- 소규모 음식 사업장 수행요원 관리 및 모니터링등 업무
- 산업안전산업기사(취득 5년 이상) or 산업안전기사(취득 3년 이상)
 => 자격증 취득 후 산업 안전 관련 실무 경력 증빙 필수",워크넷,"이력서,자기소개서,경력증명서",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KEC0222506160002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
617,하계 극동건영벽산아파트 미화원 구인,등록일 : 2025-06-16,마감일 : 2025-08-11,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)","시급 10,030 원 ~ 10,030 원",서울특별시 노원구 섬밭로,노원구,주6일,주식회사 라포르,"직무내용
하계 극동건영벽산아파트 미화원 구인
근무시간 : 평일 - 09:00-15:30 / 토요일 - 09:00-12:00 
휴게시간 : 11:30-13:30 (2시간)
급여 : 월 1,307,520원
문의 : 010-2723-8921","방문,
기타 (채용담당자 전화통화 후 면접)",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAJ002506160007&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
618,5등급 남자어르신 케어 요양보호사님,등록일 : 2025-06-16,마감일 : 2025-08-09,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 노원구 덕릉로77길,노원구,"주6일
주 18시간 근로
14:00 ~ 17:00",우리노인복지센터,"직무내용
* 중계동 5등급 남자어르신
* 주 6일 근무
* 14:00~17:00
* 시급 12,750원(포괄시급)
* 청소, 식사, 가사, 정리정돈, 정서지원(말벗)
* 치매교육이수자",방문,"이력서,기타(채용시 요양보호사자격증, 건강검진결과지, 통장사본)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10992506160003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
619,[연희동] 재가요양보호사 구인,등록일 : 2025-06-16,마감일 : 2025-07-15,Not found,경력무관,재가 요양보호사,"시급 12,700 원 ~ 12,700 원",서울특별시 서대문구 연희로6길,서대문구,"주5일
14:00 ~ 17:00",서울방문요양센터,"직무내용
- 연희동 4등급 할아버지 재가요양
- 14시~17시/주5일/12700원
- 일상생활지원","방문,
기타 (통화 후)","기타(요양보호사 자격증,  건강검진내역서)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAO002506160007&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
620,아파트경비원모집 - 마포구 현석동,등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,아파트·빌라 경비원,월급 274 만원 이상,서울특별시 마포구 신수로,마포구,"주3일
주 48시간 근로",(주)듀델코리아,"직무내용
마포구 현석동 마포강변힐스테이트아파트
경비업무/신임교육필수

06:00~익일06:00(휴게 주4, 야4)
월2,745,830원
전화문의 010-8323-9294(이광민관리부장)",기타(010-8323-9294(이광민관리부장)),"이력서,기타(신임교육이수증)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAU002506160006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
621,아파트 경비원 - 장애인복지카드 필수,등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,아파트·빌라 경비원,월급 205 만원 ~ 205 만원,서울특별시 서대문구 통일로,서대문구,"주4일
주 39시간 근로",(주)듀델코리아,"직무내용
서대문구 홍제동 홍제 삼성 /장애인복지카드 필수
아파트 경비원 

월2.059.320원 + 복지수당 별도
06시 격일제
(휴게시간 11시간 -주간4, 야간7)

전화지원 010-8323-9294 이광민 관리부장

3호선-무악재역-3번 출구-도보11분",기타(010-8323-9294 이광민 관리부장),"이력서,기타(경비신임교육 이수증,장애인복지카드)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAU002506160004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
622,[창신동 쌍용1차/ 3등급 / 할머니 / 09:00~12:00] 재...,등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 종로구 동망산길,종로구,"주5일
주 15시간 근로
09:00 ~ 12:00",수산나재가복지센터,"직무내용
- 창신동 쌍용1차/ 3등급 / 할머니 / 09:00~12:00 

- 직무내용 : 식사, 청소지원 및  일상생활지원 

- 근무조건 : 09시 ~ 12시 / 주 5 일

- 급여 : 10,030원  (주휴수당 포함 13,000원) 지급",방문,이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAX002506160001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
623,[동작구 신대방동] 3등급 할아버지 요양보호사 구인,등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 동작구 보라매로5가길,동작구,"주3일
주 18시간 근로",더사랑방문요양센터,"직무내용
[동작구 신대방동] 3등급 할아버지 요양보호사 구인

- 일상가사지원, 신쳏활동지원 등
- 배우자와 거주. 
- 09시~12시. 15시~18시 / 주3일 (화,목,토) /주18시간 
- 시급: 10.030원(주휴수당, 연차수당 포함 = 12,700원)","방문,
기타 (전화 후 방문 010-2058-8829)",기타(자격증),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAM002506160002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
624,"[은평구 증산동/ 2등급 할아버님, 9시~13시] 요양보호사 모집",등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,요양보호사(노인요양사),"시급 10,030 원 이상",서울특별시 은평구 증산로3길,은평구,"주5일
주 20시간 근로
09:00 ~ 13:00",(A)비지팅엔젤스서대문지점,"직무내용
- 대 상 자  : 증산동 DMC우방(DMC역 인근) / 2등급 할아버님(85세)
- 직무내용 : 기저귀케어, 와상, 식사도움, 가사지원
- 근무시간 :  09:00~13:00(주5일)      
- 시      급 :  12,700원(기본시급 10,030원 +기타수당 포함)
* 지원문의 : 전화 (010-7159-6987)","방문,
기타 (전화후 방문 010-7159-6987)","이력서,기타(요양보호사 자격증)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAS002506160003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
625,[3등급 여자어르신] 재가요양보호사 채용,등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 강북구 도봉로101길,강북구,"주6일
주 18시간 근로
09:00 ~ 12:00",아리아케어 방문요양 도봉 쌍문센터,"직무내용
[3등급 여자 어르신]
▶따님과 거주 / 강아지 있음
▶09:00~12:00 / 주6일(월~토)
▶시급 12,700원(10,030원+주휴수당 등)
▶식사도움, 청소, 말벗, 동네 병원동행(1주일 1~2번)
▶채용담당자 연락처: 02-934-9979 / 010-9355-9979 / 010-9194-0305",방문,이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF11352506160001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
626,"[은평구 증산동/ 4등급 할머니, 9시~12시] 요양보호사 모집",등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 은평구 증산로3길,은평구,"주5일
주 15시간 근로
09:00 ~ 12:00",(A)비지팅엔젤스서대문지점,"직무내용
- 대 상 자  : 증산동 DMC우방(DMC역 인근) / 4등급 할머니(79세)
- 직무내용 : 일상생활지원, 가사지원, 정서지원 등 
- 근무시간 : 09:00~12:00(주5일)      
- 시      급 : 13,000원(기본시급 10,030원 +기타수당 포함)
* 지원문의 : 전화 (010-7159-6987)","방문,
기타 (전화후 방문 010-7159-6987)","이력서,기타(요양보호사 자격증)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAS002506160002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
627,자양우성3차아파트 청소원 채용,등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 117 만원 ~ 117 만원,서울특별시 광진구 뚝섬로35길,광진구,"주5일
주 22시간 근로",(주)이엠피서비스,"직무내용
* 자양우성3차아파트(7개동/464세대) 내부 청소(4개 라인:엘리베이터, 계단, 복도, 공용시설 등) 청결작업
* 청소원 근무자: 5명
* 계단신주 청소있음(연 2회 정도)
* 장애인복지카드 소지자 우대
* 토, 일, 법정공휴일 휴무
      
* 지원자는 인사담당자(010-9159-3906)와 통화","방문,워크넷",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAG002506160001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
628,[답십리 신답 경남아파트 ] 4등급할아버지(독거) 오후 주6일] ...,등록일 : 2025-06-16,마감일 : 2025-07-21,Not found,경력무관,요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 동대문구 천호대로47길,동대문구,"주6일
주 18시간 근로
13:00 ~ 16:00",(A+)누리봄방문간호요양센터,"직무내용
- 4등급 어르신(50년생) 독거
- 어르신 식사 청소 목욕등 가사활동과 휠체어로 산책 원하심
- 왼쪽 편마비로 거동이 불평하심 
- 자녀분들은 주말에 방문하여 어르신을 돌봄 진행함.
- 13:00~16:00/주6일 (월-토)
- 시급10,030원(+기타 수당 별도 지급)",Not found,Not found,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAL002506160001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
629,서계동/4등급(할머니)/[15:30~18:30] 재가요양보호사 모집,등록일 : 2025-06-16,마감일 : 2025-08-15,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 용산구 만리재로,용산구,"주5일
주 15시간 근로
12:30 ~ 18:30",효드림방문요양센터,"직무내용
- 대 상 자  : 서계동 3등급 할머니
- 직무내용 : 식사챙기기 (반찬 1~2가지 ) 
- 근무시간 : 15:30~18:30(주5일)

* 지원문의 : 전화(02-717-2298/ 010-9019-6290)
* 10.030원+ 추가 수당별도가능!!!",방문,기타(자격증 사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAS002506160001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
630,[후암동/4등급(할머니) 재가요양보호사 모집,등록일 : 2025-06-13,마감일 : 2025-08-12,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 용산구 후암로28길,용산구,"주5일
주 15시간 근로
13:00 ~ 16:00",효드림방문요양센터,"직무내용
- 대 상 자  : 후암동(후암동시장에서 3분거리)/ 4등급 할머니
- 직무내용 :청소와 식사챙기기와 일상생활지원   
- 근무시간 : 13:00~16:00(주5일)
* 지원문의 : 전화(02-717-2298/ 010-9019-6290)

  기본시급 10,030원 +추가수당별도가능","방문,
기타 (지원문의 : 02-717-2298/ 010-9019-6290)",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAS002506130018&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
631,[효창동/3등급] 재가 요양보호사 구인,등록일 : 2025-06-13,마감일 : 2025-08-12,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 용산구 효창원로66길,용산구,"주5일
주 15시간 근로
12:00 ~ 15:00",효드림방문요양센터,"직무내용
[효창동/3등급] 할머니 재가요양보호

-어르신과 산책도움과 식사챙겨도움과 샤워도움

- 주5일 근무 / 근무시간 :12:00~15:00

- 10,030원 + 추가 수당별도가능!!!",방문,기타(자격증 사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAS002506130017&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
632,재가 요양보호사 모집(도봉동_ 월수금),등록일 : 2025-06-13,마감일 : 2025-08-12,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 도봉구 도봉로180길,도봉구,"주3일
주 9시간 근로
13:00 ~ 16:00",평화실버센터,"직무내용
▣ 오후 재가요양보호사 모집

- 도봉동아에코빌
- 4등급 여 어르신
- 가사, 운동, 식사도움 등
- 주3일 월수금 / 13:00~16:00
- 시급: 12,700원(제수당 포함)",기타(채용담당자 전화통화 후 면접),기타(건강검진서류 제출요망),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAK002506130013&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
633,재가요양보호사 모집,등록일 : 2025-06-13,마감일 : 2025-08-12,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 금천구 독산로29길,금천구,"주5일
09:00 ~ 12:00",미르방문요양센터,"직무내용
- 4등급 여자어르신 돌봄
- 음식, 가사일 등
- 근무시간: 주 5일, 09:00-12:00
- 시급: 12,650원(최저시급 10,030원+주차수당+기타수당 포함)

* 지원 희망하시는 분은 전화 바랍니다.(010-8074-3101)","방문,
기타 (전화 지원바랍니다.)",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKE002506130022&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
634,아파트경비원모집 - 영등포구 신길동 한성아파트,등록일 : 2025-06-13,마감일 : 2025-08-12,Not found,경력무관,아파트·빌라 경비원,월급 228 만원 이상,서울특별시 영등포구 가마산로,영등포구,"주3일
주 48시간 근로",주식회사 이데아그룹,"직무내용
아파트 경비업무/신임교육필수/복지카드소지자 우대
06:00~익일06:00(휴게 주4,야6)
월 2,288,100원
전화문의 후 지원가능 010-3270-1775(권태국본부장)","방문,
기타 (전화문의 후 지원가능 010-3270-1775)","이력서,기타(신임교육이수증)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAU002506130009&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
635,요넥스코리아(사옥) 경비원 채용,등록일 : 2025-06-13,마감일 : 2025-08-03,Not found,경력무관,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",월급 260 만원 ~ 260 만원,서울특별시 서초구 남부순환로,서초구,"주4일
주 40시간 근로
07:00 ~ 07:00",주식회사티아이시스템,"직무내용
* 요넥스코리아(사옥) 경비 및 기계식주차장 관리
* 경비원신임교육이수증 및 기계식주차장치관리인교육 필수
* 휴게시간: 주간3시간 + 야간6시간
* 입사 예정일: 7월 초

* 이력서 방문접수 불가
- 지원자는 이력서 팩스(02-2242-6075) 또는 이메일(tisystem@tisystem.net) 발송","팩스,워크넷,
이메일 (개인회원 로그인 후 조회가능)",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAG002506130010&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
636,[애오개역/ 4등급 할머니 /10시~13시/ 주5일] 요양보호사 모...,등록일 : 2025-06-13,마감일 : 2025-08-01,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 마포구 마포대로,마포구,"주5일
주 15시간 근로
10:00 ~ 13:00",스마일선재가장기요양기관,"직무내용
[애오개역/ 4등급 할머니 /10시~13시/ 주5일] 요양보호사 모집

-직무내용: 식사도움, 정서지원, 일상생활 지원
-근무시간: 10:00~13:00 (주5일)
-시      급: 13,000원(기본시급 10,030원 +기타수당 포함)
- 지원문의: 02-3476-1118","방문,
기타 (전화 후 방문 (02-3476-1118))","이력서,기타(요양보호사 1급 자격증사본, 건강검진서)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAX002506130003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
637,래미안 블레스티지아파트 조경팀장 모집,등록일 : 2025-06-13,마감일 : 2025-08-12,Not found,경력5년,조경원,월급 280 만원 ~ 280 만원,서울특별시 강남구 선릉로,강남구,"주5일
주 40시간 근로",삼우서비스주식회사,"직무내용
- 강남구 선릉로8, 래미안 블레스티지 아파트 조경팀장 / 조경업무
- 조경경력5년이상, 조경기능사자격증소지자만 지원 가능
- 평일 08:00-17:00
- 하절기 / 주5일 40시간근무 (3-11월)  월 280
- 동절기 / 주2일 16시간(12-2월) 월 140",이메일(개인회원 로그인 후 조회가능),이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAB002506130006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
638,[길동/4등급/남자/오후] 재가 요양보호사 채용,등록일 : 2025-06-13,마감일 : 2025-08-12,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 강동구 명일로16길,강동구,"주5일
주 15시간 근로
15:00 ~ 18:00",우리부모방문요양센터,"직무내용
* 4등급 남자어르신(34년생:초기치매) 케어/거동가능/아들부부와 거주
* 시장 장보기/산책동행/저녁식사 준비/청소,세탁 등 일상생활지원
- 목욕케어 및 가족업무 없음

* 시급: 12,700원(기본:10,030원+주휴수당+연차수당 포함) 지급","방문,
기타 (전화면접)",기타(자격증 사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAG002506130008&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
639,[보문파크뷰아파트 ] 미화원 구인,등록일 : 2025-06-13,마감일 : 2025-08-12,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)","시급 10,030 원 ~ 10,030 원",서울특별시 성북구 보문동6가,성북구,주6일,승인산업주식회사,"직무내용
[보문파크뷰아파트 ] 미화원 구인

-근무시간 : 평일 9시~15시30분(휴게:12시~13시 30분)/토요일 8시30분~11시30분
-직무내용: 아파트 실내청소 및  계단 현관,엘리베이터 청소
-급여 : 월 1,464,380원",방문,이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAD002506130001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
640,방문 재가요양보호사 모집(봉천동),등록일 : 2025-06-13,마감일 : 2025-08-12,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 관악구 청룡10길,관악구,"주6일
주 24시간 근로
13:00 ~ 17:00",가가호호방문요양센터,"직무내용
관악구 봉천동  e편한세상 서울대입구 근린생활

- 요양보호대상자: 1등급 할머니  92  세 /와상/ 중증 치매.기저귀참/일요일도 근무 가능한분 우대/교포 비희망
- 직무내용: 기저귀케어, 대상자 신체지원, 대상자만 케어함/ 가사지원 없슴/ 가족: 딸가족들과 거주
- 장기요양급여 적용 근로시간 : 13시~17시/주6일
- 급여:  시급10,030원(주휴수당,연차수당,기타수당 포함시 12,700원)","방문,
기타 (가가호호 02 3667 3463/010-2507-7735)","이력서,기타(요양보호사자격증, 최근 1년이내의 건강검진결과지)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAH002506130003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
641,도곡렉슬아파트 미화원 모집,등록일 : 2025-06-13,마감일 : 2025-08-12,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 159 만원 ~ 159 만원,서울특별시 강남구 선릉로,강남구,"주5일
주 30시간 근로
08:00 ~ 14:30",(주)한강티에스,"직무내용
** 도곡렉슬 아파트
(평일) 8:00-14:30 / 휴게시간 1시간
(격주 토) 7:30~14:00 / 휴게 1시간
- 월 1.596.610원
- 010 5292 7784(전화지원)","방문,워크넷",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAB002506130002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
642,요양보호사 구인,등록일 : 2025-06-13,마감일 : 2025-08-03,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 도봉구 도봉로135길,도봉구,"주6일
주 18시간 근로
14:00 ~ 18:00",북부효사랑복지센터,"직무내용
도봉보건소 부근 1등급 할머니
- 혼자계심. 기저귀x, 산책시 실버워커 사용
- 가사 및 일상생활 지원
- 근무시간 14:00~18:00, (주6일 24시간)
- 시급 12700원(주휴수당 등 포함","방문,우편,팩스,
이메일 (개인회원 로그인 후 조회가능)",기타(요양보호사 자격증),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAK002506130006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
643,5톤윙바디 화물운송기사 모집,등록일 : 2025-06-13,마감일 : 2025-08-12,Not found,경력무관,중·대형 화물차 운전원(트레일러 포함),월급 300 만원 ~ 700 만원,서울특별시 금천구 가산디지털2로,금천구,"주5일
주 40시간 근로
09:00 ~ 18:00",주식회사 극동글로비스,"직무내용
○ 직무내용 
- 5톤 윙바디 화물운송
○ 근무시간
- 09:00 ~ 18:00 (주 5일)
○ 급여
- 월 300 ~ 700만원(협의 가능)","방문,워크넷",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKE002506130010&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
