Id,Title,DateOfRegistration,Deadline,JobCategory,ExperienceRequired,EmploymentType,Salary,SocialEnsurance,RetirementBenefit,Address,Category,WorkingHours,WorkingType,CompanyName,JobDescription,ApplicationMethod,ApplicationType,Document,Detail,Post
236,[하왕십리동 4등급 할아버지 14:30~17:30 주5일] 재가요양보호사 모집,25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 있는 근로계약,"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 성동구 난계로 114-31 (하왕십리동, 금호 베스트빌)",성동구,"※ 상세 근무시간
14:30~17:30",주 5일 근무,신금호재가노인복지센터,"4등급 할아버지 케어
-일상생활지원업무등
-14:30~17:30 주5일
-시급 10,030원(수당 및 주휴수당 별도지급)","방문,팩스,
기타 (전화 후 방문)","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAQ002505130005&rtnTarget=list6,
237,재가 요양보호사 채용(방학동_4등급 할머니),25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 도봉구 시루봉로13길 50, 풀내음파크빌 (방학동, 풀내음파크빌2차)",도봉구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",구구팔팔재가복지센터,"방학중학교 뒤 안쪽 4등급 할머니(70대 초반) 방문케어
부부동거(할머니 케어 위주)
기저귀케어, 와상케어
9:00-12:00/주5일/시급10,030원(주휴수당 등 포함 13,000원).",방문,면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAK002505130007&rtnTarget=list8,
238,[이촌역] 파크타워 아파트 여자사우나 오후 관리사 채용,"25/05/13 등록
25/07/12 마감",25/07/12 마감,건물 청소원,관계없음,기간의 정함이 있는 근로계약(시간(선택)제),월급 219만원 ~ 219만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,서울특별시 용산구 서빙고로 67 용산파크타워 아파트 내 사우나,용산구,"※ 상세 근무시간
- 근무시간: 화~토 14:00~22:00 (휴게시간 한시간)
               일,공휴일: 09:00~21:00 (휴게시간 두시간/일,공휴일 근무는 격주로 오전조와 교대 근무함)
주 소정근로시간
툴팁
: 38시간","주 6일 근무
(주 소정근로시간: 38시간)",주식회사 타워피엠씨,"[파크타워아파트 내 사우나 청소원]

- 직무내용: 여자 사우나 탕온도관리, 파우더룸 청소, 커뮤니티 공용부 청소, 수건세탁 및 건조, 게스트룸 청소

- 근무예정지: 용산구 이촌역 1번 출구 / 용산파크타워 아파트 사우나

- 근무시간: 화~토 14:00~22:00 (휴게시간 한시간)
               일,공휴일: 09:00~21:00 (휴게시간 두시간/일,공휴일 근무는 격주로 오전조와 교대 근무함)
  
- 주6일 근무 (월요일 휴관, 공휴일은 근무)

- 급여 : 월 2,190,000원

- 지원방법 : 방문 또는 팩스 접수","방문,팩스","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAV002505130010&rtnTarget=list9,
239,【완정역인근동아아파트2등급할머니재가요양보호사모집】,25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 12,700원 ~ 12,700원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 구로구 개봉로20길 6 (개봉동, 현대아파트1단지)",구로구,"※ 상세 근무시간
9시~12시(3시간)/주5일/시급 12,700원",주 6일 근무,아리아케어방문요양구로개봉센터,"【완정역인근동아아파트2등급할머니재가요양보호사모집】
인천시완정로34번길20/동아아파트
지하철완정역도보10분
2등급 할머니, 배우자와동거, 화장실혼자가능,간단한식사도움,가사지원
9시~12시(3시간)/주5일/시급 12,700원
지원의사 있으시면 전화주세요 02-6737-7451",방문,"서류,면접","기타(자격증,건강진단서)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAH002505130014&rtnTarget=list10,
240,주차관리,"25/05/13 등록
25/06/10 마감",25/06/10 마감,보안 관제원,경력 (최소 5년 0 개월 이상) 우대,기간의 정함이 없는 근로계약,월급 285만원 ~ 285만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 강남구 언주로 619, 대현그린타워 (논현동)",강남구,"(근무시간) (오전) 8시 30분 ~ (오후) 7시 00분
휴게시간( (오후) 12시30분~(오후) 01시30분)
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",(주)알비엠,"서울시 강남구 언주로619 소재 건물(회사빌딩) 주차타워 관재업무 및 보안원 지원/ 관리 업무입니다
-. 주5일 근무 : 08:30~19:00.
-. 보안원 식사 및 휴식시간 지원 근무.
-. 보안원 근태관리 협조
-. 급여 : 285만원 이상.","워크넷
고용24 입사지원","서류,면접","이력서,자기소개서",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120232505130013&rtnTarget=list2,
241,[신정동] 4등급 할아버님 / 13:00~16:00 / 요양보호사 구인,25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 양천구 목동남로4길 6-46, 신정동 (신정동, 목동2차우성아파트)",양천구,"(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",더나은노인재가복지센터,"- 우성아파트 거주 4등급할아버님 케어
- 식사  및 일상생활지원 등
- 주5일 13:00~16:00
- 시급 12700원 (최저시급+수당포함) 
- 문의 010-5250-6575 통화 후 방문","방문,
기타 (- 010-5250-6575 전화 후 방문)","서류,면접","이력서,자기소개서,기타 (자격증 사본)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAT002505130006&rtnTarget=list3,
242,종암동 4등급어머님케어 재가요양구인,25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 성북구 종암로24가길 53, . (종암동, 종암에스케이아파트)",성북구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",한마음재가방문요양센터,"종암동 
4등급어머님케어 전반적인요양업무 
- 근무조건 : 09:00~12:00  / 주 5일
- 시급 10030 (각종수당포함 12.800원)",방문,면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAR002505130011&rtnTarget=list6,
243,자양한양아파트 경비원 채용/방문접수 불가,25/05/13 등록,채용시까지,아파트·빌라 경비원,관계없음,기간의 정함이 있는 근로계약,월급 240만원 ~ 240만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 광진구 구의강변로 11, 아파트 내 (자양동, 자양한양아파트)",광진구,"(근무시간) (오전) 7시 00분 ~ (오전) 7시 00분
주 소정근로시간
툴팁
: 40시간","주 4일 근무
(주 소정근로시간: 40시간)",자양한양아파트입주자대표회의,"* 자양한양아파트(1개동) 순찰/재활용품 분거작업 보조/주변정돈 등 경비
* 휴게시간: 주간4시간 + 야간5.5시간
* 경비원신임교육 이수증 및 경력 무관
* 3개월 수습기간 적용/직무평가 후 12개월 계약 연장
* 바로 출근 가능자

* 지원자는 이력서를 팩스(02-447-0147)/이메일(jayanghanyang@hanmail.net) 발송/추후 관리소장이 면접자 개별통보",Not found,Not found,Not found,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAG002505130006&rtnTarget=list8,
244,[구로구 항동]방문 재가요양보호사 모집,25/05/13 등록,채용시까지,재가 요양보호사,신입,기간의 정함이 있는 근로계약(시간(선택)제),"시급 10,030원 ~ 12,700원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 구로구 연동로 234 (항동, 하버라인 2단지)",구로구,"(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",하늘빛재가센터,"[구로구 항동 하버라인2단지 재가요양보호사 모집]

-대상자 : 4등급 할아버지 / 배우자 거주 / 할아버지 케어는 배우자가 하고 있으며 가사활동지원이 대부분
-근무시간: 13:00~16:00(주 5일)  *시간협의가능 
-시급 10,030원 (주휴, 기타수당포함 12,700원)
-교포가능",방문,면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAH002505130011&rtnTarget=list9,
245,[대흥동/이대역] 신촌그랑자이아파트 미화원 채용,25/05/13 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 200만원 ~ 200만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 마포구 대흥로 175, . (대흥동, 마포그랑자이)",마포구,"근무시간 협의가능
※ 상세 근무시간
- 오전조 1명 : 화-토 06~14 / 오후조 1명 : 화-토 14-22 
  공통 일요일(격주) 09-18시 *월요일휴무
  휴게 1시간
주 소정근로시간
툴팁
: 38시간","주 6일 근무
(주 소정근로시간: 38시간)",주식회사 라포르,"신촌그랑자이 아파트 커뮤니티 청소업무
- 남자사우나, 그 외 골프장,헬스장,탈의실, 화장실 청소업무 있음
- 오전조 1명 : 화-토 06~14 / 오후조 1명 : 화-토 14-22 
  공통 일요일(격주) 09-18시 *월요일휴무 
  휴게 1시간
- 월 2,006,000원",기타(채용담당자 전화통화 후 면접),"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAN002505130003&rtnTarget=list2,
246,[고척2동]재가요양보호사 모집,25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 13,000원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 구로구 고척로27다길 56, 고척2동 (고척동, 수명그린빌)",구로구,"근무시간 협의가능
(근무시간) (오전) 9시 30분 ~ (오후) 1시 30분
주 소정근로시간
툴팁
: 24시간","주 6일 근무
(주 소정근로시간: 24시간)",기대재가노인복지센터,"고척2동 수명그린빌(세곡초등학교 인근)

대상자: 2등급 할아버지 / 배우자와 거주/거동가능
업무내용: 식사도움, 집안 정리정돈, 주1회 목욕 등
근로시간: 09:30~13:30(주6일)
시급 10,030원[주휴수당+연차수당+기타수당 포함시 13,000원]","방문,
기타 (전화 010-4415-0392)","서류,면접","이력서,기타 (자격증)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAH002505130009&rtnTarget=list4,
247,[구로동]방문재가요양보호사 모집,25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 구로구 구로중앙로18길 68 (구로동, 신구로현대아파트)",구로구,"(근무시간) (오전) 9시 30분 ~ (오후) 12시 30분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",효사랑복지센터,"방문 재가요양보호사 모집건
-구로구 구로동 대림역인근 신구로현대아파트
- 대  상  자 : 3등급 할머니 /부부거주
- 근무 내용 : 거동가능/부축도움 필요/신체활동지원, 가사 및 일상 생활 지원 등 전반적인 돌봄 서비스
- 근       무 : 주 5~6일, 오전 09:30 ~ 12:30
- 시       급 : 12,700원(기본 시급 10,030원 + 제 수당 포함)
- 문       의 : 02-860-2158(구로구청 일자리센터)","방문,
기타 (전화 010-8006-5966)",면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAH002505130008&rtnTarget=list5,
248,(암사동/4등급/오전)재가요양보호사 모집,25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 강동구 올림픽로107길 26, 선사마을 - 면접시 상세주소 안내예정 (암사동)",강동구,"※ 상세 근무시간
09:00~12:00(주5일)
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",섬김노인요양센터,"- 요양보호대상자: 4등급 할아버님 (배우자분 함께 거주)
- 직무내용: 일상가사지원, 신체활동지원
- 장기요양급여 적용 근로시간 : 09:00~12:00(주5일)
- 장기요양급여: 시급12,700원(주차, 연차, 기타수당 충족시)",방문,"서류,면접","이력서,기타 (건강검진확인증)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAC002505130011&rtnTarget=list7,
249,구로구 중장년 일자리 개척단,"25/05/13 등록
25/05/30 마감",25/05/30 마감,기타 영업원,경력 (최소 5년 0 개월 이상) 필수,기간의 정함이 있는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",해당없음,"서울특별시 구로구 개봉로23길 10, 402 (개봉동)",구로구,"(근무시간) (오후) 1시 00분 ~ (오후) 5시 30분
휴게시간( (오후) 03시00분~(오후) 03시30분)",주 5일 근무,인지어스 유한회사,"[담당업무]
- 구로 관내 중소기업 중장년 구인수요 파악 및 구청 일자리 사업 홍보, 기업 애로사항 파악등
  1)  관내 기업 방문 - 정부 및 구청에서 시행하는 기업지원 사업홍보 
  2) 구인 내용 확인 
  3) 구청 일자리 지원과, 중장년 일드림센터 업무지원 등
- 우대조건 - 경영, 인사, 마케팅, 기획, 연구, 생산성 향상 등 분야에서 5년이상 경력자
- 교통비 월 10만원 (추가지급) / 명절 상여금 7만원",이메일(개인회원 로그인 후 조회가능) 기본 이력서 이메일 보내기,"서류,면접","이력서,자기소개서,경력증명서,기타 (사업신청서(공통,필수), 개인정보 수집.이용제공 동의서(공통, 필수))",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAH002505130003&rtnTarget=list3,
250,흑석동 우리유앤미 아파트 미화원 채용합니다.(장애인등록증 또는 장애인 복지카드 소지자 우대),25/05/13 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 155만원 ~ 155만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 동작구 서달로 83, 단지 내부 (흑석동, 우리유앤미아파트)",동작구,"※ 상세 근무시간
평일 08:00 ~ 15:00 (휴게 2h)
주 소정근로시간
툴팁
: 25시간","주 5일 근무
(주 소정근로시간: 25시간)",엘림에스 유한책임회사,"[흑석동 우리유앤미 아파트]

>> 인원 : 1 명 

- 근무내용 : 아파트 내 청소 

- 근무시간 : 평일 08:00 ~ 15:00 (휴게시간 2h)

- 급여 : 월 1,551,100 원 

- 근무 시작일 : 25년 6월 1일~

- 지원방법 : 이력서 팩스 또는 e메일 제출, 전화 지원

***장애인등록증 또는 장애인 복지카드 소지자 우대) ***","팩스,워크넷,
이메일 (개인회원 로그인 후 조회가능) 기본 이력서 이메일 보내기
고용24 입사지원","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAM002505130004&rtnTarget=list4,
251,재가요양보호사 모집 - 여의도은하아파트,25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 영등포구 63로 7, 여의도은하아파트(샛강역에서 도보) (여의도동, 은하아파트)",영등포구,"※ 상세 근무시간
09:00~12:00/주5일
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",(사랑나눔)요양센터,"4등급 독거 여자어르신 케어- 샛강역근처 은하아파트

09:00~12:00/주5일

시급 13,000원(주휴수당,연차수당 외 각종수당 포함)

전화문의 010-4281-2309(이금옥센터장)","방문,
기타 (전화지원  010-4281-2309 이금옥 센터장)","서류,면접","이력서,기타 (요양보호사자격증)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAU002505130003&rtnTarget=list5,
252,[홍은동] 4등급 할아버지 요양보호사 구인,25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 13,000원 ~ 13,000원","국민연금
산재보험
건강보험",퇴직금,"서울특별시 서대문구 홍은중앙로 149 (홍은동, 홍은동풍림아이원아파트)",서대문구,"(근무시간) (오후) 5시 00분 ~ (오후) 8시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",연세방문요양재가센터,"- 4등급 할아버지
- 근무시간 : 17시~20시(3시간) / 주6일
- 일상생활지원, 식사도움
- 부부거주
- 휠체어 사용
- 부부 모두 직장생활하여 저녁식사도움 위주의 돌봄 원함",방문,면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAO002505130002&rtnTarget=list10,
253,[이촌역/오후/5등급] 재가요양보호사 모집,"25/05/13 등록
25/05/30 마감",25/05/30 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 용산구 이촌로 201, 한가람아파트 (이촌동, 한가람아파트)",용산구,"※ 상세 근무시간
 13:30~16:30 (30분 조율가능)
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",중앙시니어장기요양센터,"[ 이촌역 한가람아파트거주 ] 5등급 할머니 케어

- 치매교육 이수 필수(24년도 이후 자격증 취득자는 근무 가능)

- 직무내용: 말벗, 산책도움 등 일상생활 지원

- 장기요양급여 적용 근무시간: 1일 3시간

- 주5일 근무 / 근무시간: 13:30~16:30 (30분 조율가능)

- 시급 12,700원  (시급 10,030원 + 주휴수당, 연차수당 기타 제수당 포함) 

- 교통비 일부 지급","방문,팩스,
이메일 (개인회원 로그인 후 조회가능),
기타 (통화 후 면접) 기본 이력서 이메일 보내기",면접,기타(자격증 사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAV002505130003&rtnTarget=list2,
254,성수동 현대그린아파트 경비원(07시 교대 월244만원) 모집,25/05/13 등록,채용시까지,아파트·빌라 경비원,경력 (최소 1년 0 개월 이상) 필수,기간의 정함이 있는 근로계약,월급 244만원 ~ 244만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 성동구 뚝섬로3길 6 6, 성수현대그린아파트 (성수동1가)",성동구,"※ 상세 근무시간
06시 교대
(격일근무)
주 소정근로시간
툴팁
: 40시간","주 4일 근무
(주 소정근로시간: 40시간)",성수현대그린아파트입주자대표회의,"아파트 격일 경비
-07시 교대
-경비신임교육 이수자 필수
-이력서 팩스지원 희망",Not found,Not found,Not found,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAQ002505130001&rtnTarget=list9,
255,[한남역/오후/4등급] 재가요양보호사 모집,"25/05/13 등록
25/07/12 마감",25/07/12 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 용산구 장문로 141, 힐스테이트 (한남동, 한남힐스테이트)",용산구,"※ 상세 근무시간
근무시간: 13:30~16:30 (30분 조율가능)
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",중앙시니어장기요양센터,"[ 한남역/한남동 힐스테이트아파트 ] 4등급 할머니 케어

- 직무내용: 가사도움, 주변정리 정돈 등 일상생활 지원

- 장기요양급여 적용 근무시간: 1일 3시간

- 주5일 근무 / 근무시간: 13:30~16:30 (30분 조율가능)

- 시급 12,700원  (시급 10,030원 + 주휴수당, 연차수당 기타 제수당 포함) 

- 교통비 일부 지급","방문,팩스,
이메일 (개인회원 로그인 후 조회가능),
기타 (통화 후 면접) 기본 이력서 이메일 보내기",면접,기타(자격증 사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAV002505130001&rtnTarget=list10,
256,[구로3동] 빌딩 실내 청소원모집,25/05/12 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 184만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 구로구 디지털로 242, 한화비즈메트로1차 구로3동 (구로동)",구로구,"※ 상세 근무시간
월~금: 07시~16시/휴게시간 2.5시간
토요일: 07시~11시(한달에 1회 출근/봄,가을은 한달에2번 출근함)
주 소정근로시간
툴팁
: 34시간","주 5일 근무
(주 소정근로시간: 34시간)",（주）용진하이테크,"구로구 구로3동  구로디지털단지내 한화비즈메트로1차 실내 청소원모집
- 근무시간: 월~금: 07시~16시/토요일: 07시~11시(한달에 1회 근무/봄,가을에는 한달에 2번 근무함)
- 휴게시간: 09시30분~10시/11시~13시/13시30분~14시
- 급여: 월 1,845,000원",방문,"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAH002505120012&rtnTarget=list3,
257,"성산동, 3시간, 5등급, 재가 요양보호사 채용",25/05/12 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,서울특별시 마포구 월드컵로30길 45-3 (성산동),마포구,"근무시간 협의가능
※ 상세 근무시간
주5일 10~13시
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",돌보인방문요양센터강서점,"- 대상자: 5등급 37년생 할머니 (약한치매나 거동불편) 
- 업무: 일상생활지원, 신체활동과 인지프로그램 지원
- 근무시간: 주5일 10~13시
- 시급: 12,700원 (최저시급 10,030원 + 기타수당)
- 필수: 치매교육이수자 
- 우대: 복지카드소지자(요양보호사) 우대 
*  국공휴일은 근무여부와 관계없이 수당지급","방문,
기타 (전화문의지원 ( 010-8916-9911))","서류,면접","이력서,기타 (요양보호사자격증)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAE002505120008&rtnTarget=list5,
258,재가요양보호사 모집 - 4등급 / 여자어르신 / 당산역부근 강변래미안아파트,25/05/12 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 영등포구 버드나루로 130 (당산동, 강변삼성래미안아파트)",영등포구,"※ 상세 근무시간
 09:00~12:00 / 주5일",주 5일 근무,시니어스초이스동작지점,"[재가요양보호사 모집]

직무: 4등급 여자어르신 돌봄 - 독거, 거동가능

근무시간: 09:00~12:00 / 주5일

근무처: 서울특별시 영등포구 버드나루로 130(당산동, 강변삼성래미안아파트)

시급: 12,700원 (주휴수당, 연차수당 포함)

* 전화지원 홍선화 담당자(H:010-8940-6662)",기타(전화지원 홍선화 담당자(H:010-8940-6662)),"면접,
기타 (전화지원 홍선화 담당자(H:010-8940-6662))",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAU002505120013&rtnTarget=list6,
259,뚜띠어린이집에서 같이 근무할 만60세이상 보육도우미 채용,25/05/12 등록,채용시까지,육아 도우미(베이비시터),관계없음,기간의 정함이 있는 근로계약,월급 106만원 이상,"고용보험
산재보험
건강보험",퇴직금,"서울특별시 강서구 허준로 139, 307동 103호 (가양동, 강변아파트)",강서구,"※ 상세 근무시간
보육도우미14:30-19:00 (18:30~19:00 휴게시간)
주 소정근로시간
툴팁
: 20시간","주 5일 근무
(주 소정근로시간: 20시간)",뚜띠어린이집,"뚜띠어린이집 교사 모집안내

 

성실하며 책임감있게 일하실 보육도우미를 모집합니다.


1. 모집분야 : 보육도우미 1명

 

2. 지원 자격 : 관계 없음

 

3. 급여조건 – 월급 1,066,400원

 

4. 근무조건 – 보육도우미14:30-19:00 (30분 휴게시간)

 

5. 접수기간 : 2025년 5월 30일까지

 

6. 접수방법 : tothery@naver.com, 방문

 

-제출서류 : 이력서

 

※ 개인정보보호법에 의해 모든 서류에는 주민등록번호 뒷자리는 삭제 후 생년월일만 기재.

 

7. 전형방법 –

 

①메일로 전송된 서류 심사(1차 서류 전형)

 

②면접 실시

 

③합격자는 개별 문자

 

※ 업무관계상 지원자 모두에게 개별통보하지 못함을 양해바랍니다.

 

8. 주소: 서울 강서구 허준로 139, 강변아파트 307동 103호

 

지하철 9호선 가양역 도보로 8분 네이버 뚜띠어린이집검색

 

9. 기타 - 제출서류는 일체반환하지 않고, 기재내용이 허위로 판명될 경우 합격이 취소됩니다.",이메일(개인회원 로그인 후 조회가능) 기본 이력서 이메일 보내기,"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11062505120003&rtnTarget=list8,
260,"재가요양보호사 모집- 독산동, 5등급, 여, 오전, 주5일",25/05/12 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 금천구 독산로92길 34, . (독산동)",금천구,"(근무시간) (오전) 9시 30분 ~ (오후) 12시 30분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",한결방문요양센터,"- 독산동, 5등급, 여, 오전, 주5일, 어르신 케어   
- 가사지원, 인지자극, 외출동행 등 
- 치매교육이수자  필수 
- 09-12시, 주5일,   
- 시급  10,030원(기타 수당 포함 12,700원)",방문,"서류,면접","기타(요양보호사자격증,  치매교육이수증)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAI002505120008&rtnTarget=list9,
